;Tweets;Label;step01;tokens;final_tokens;step02;finalText_str
62;“Dalam arahannya FIFA akan mendukung PSSI. Bersama dengan pemerintah, FIFA, dan PSSI akan bekerja sama untuk pemben… https://t.co/RjT5IK6WTr;0;dalam arahannya fifa akan mendukung pssi bersama dengan pemerintah fifa dan pssi akan bekerja sama untuk pemben corjtikwtr;['dalam', 'arahannya', 'fifa', 'akan', 'mendukung', 'pssi', 'bersama', 'dengan', 'pemerintah', 'fifa', 'dan', 'pssi', 'akan', 'bekerja', 'sama', 'untuk', 'pemben', 'corjtikwtr'];['dalam', 'arahannya', 'fifa', 'akan', 'mendukung', 'pssi', 'bersama', 'dengan', 'pemerintah', 'fifa', 'dan', 'pssi', 'akan', 'bekerja', 'sama', 'untuk', 'pemben', 'corjtikwtr'];dalam arahannya fifa akan mendukung pssi bersama dengan pemerintah fifa dan pssi akan bekerja sama untuk pemben corjtikwtr;dalam arahannya fifa akan mendukung pssi bersama dengan pemerintah fifa dan pssi akan bekerja sama untuk pemben corjtikwtr
63;Kemarin, Iwan Bule enggak bisa datang memenuhi panggilan penyidik Polda Jawa Timur. Alasannya, Iwan menghadiri sebu… https://t.co/Qn2MuaALyQ;0;kemarin iwan bule enggak bisa datang memenuhi panggilan penyidik polda jawa timur alasannya iwan menghadiri sebu coqnmuaalyq;['kemarin', 'iwan', 'bule', 'enggak', 'bisa', 'datang', 'memenuhi', 'panggilan', 'penyidik', 'polda', 'jawa', 'timur', 'alasannya', 'iwan', 'menghadiri', 'sebu', 'coqnmuaalyq'];['kemarin', 'iwan', 'bule', 'enggak', 'bisa', 'datang', 'memenuhi', 'panggilan', 'penyidik', 'polda', 'jawa', 'timur', 'alasannya', 'iwan', 'menghadiri', 'sebu', 'coqnmuaalyq'];kemarin iwan bule enggak bisa datang memenuhi panggilan penyidik polda jawa timur alasannya iwan menghadiri sebu coqnmuaalyq;kemarin iwan bule enggak bisa datang memenuhi panggilan penyidik polda jawa timur alasannya iwan menghadiri sebu coqnmuaalyq
64;"""Yang berhak meminta KLB itu anggota PSSI, para voter. Pemerintah tidak bisa mencampuri hal itu,"" ujar Anggota Komi… https://t.co/3hRUzlanfR";0;yang berhak meminta klb itu anggota pssi para voter pemerintah tidak bisa mencampuri hal itu ujar anggota komi cohruzlanfr;['yang', 'berhak', 'meminta', 'klb', 'itu', 'anggota', 'pssi', 'para', 'voter', 'pemerintah', 'tidak', 'bisa', 'mencampuri', 'hal', 'itu', 'ujar', 'anggota', 'komi', 'cohruzlanfr'];['yang', 'berhak', 'meminta', 'klb', 'itu', 'anggota', 'pssi', 'para', 'voter', 'pemerintah', 'tidak', 'bisa', 'mencampuri', 'hal', 'itu', 'ujar', 'anggota', 'komi', 'cohruzlanfr'];yang berhak meminta klb itu anggota pssi para voter pemerintah tidak bisa mencampuri hal itu ujar anggota komi cohruzlanfr;yang berhak meminta klb itu anggota pssi para voter pemerintah tidak bisa mencampuri hal itu ujar anggota komi cohruzlanfr
65;Langkah ini berarti menganulir kebijakan mantan perdana menteri Australia Scott Morrison pada 2018 silam. Sekarang,… https://t.co/eEr5EzEZE3;1;langkah ini berarti menganulir kebijakan mantan perdana menteri australia scott morrison pada   silam sekarang coeerezeze;['langkah', 'ini', 'berarti', 'menganulir', 'kebijakan', 'mantan', 'perdana', 'menteri', 'australia', 'scott', 'morrison', 'pada', 'silam', 'sekarang', 'coeerezeze'];['langkah', 'ini', 'berarti', 'menganulir', 'kebijakan', 'mantan', 'perdana', 'menteri', 'australia', 'scott', 'morrison', 'pada', 'silam', 'sekarang', 'coeerezeze'];langkah ini berarti menganulir kebijakan mantan perdana menteri australia scott morrison pada silam sekarang coeerezeze;langkah ini berarti menganulir kebijakan mantan perdana menteri australia scott morrison pada silam sekarang coeerezeze
66;Bisa-bisanya lagi suasana duka, korban Kanjuruhan berjatuhan, tapi Ketua Umum PSSI dan Presiden FIFA malah main bol… https://t.co/zhUa4IoHvH;0;bisa bisanya lagi suasana duka korban kanjuruhan berjatuhan tapi ketua umum pssi dan presiden fifa malah main bol cozhuaiohvh;['bisa', 'bisanya', 'lagi', 'suasana', 'duka', 'korban', 'kanjuruhan', 'berjatuhan', 'tapi', 'ketua', 'umum', 'pssi', 'dan', 'presiden', 'fifa', 'malah', 'main', 'bol', 'cozhuaiohvh'];['bisa', 'bisanya', 'lagi', 'suasana', 'duka', 'korban', 'kanjuruhan', 'berjatuhan', 'tapi', 'ketua', 'umum', 'pssi', 'dan', 'presiden', 'fifa', 'malah', 'main', 'bol', 'cozhuaiohvh'];bisa bisanya lagi suasana duka korban kanjuruhan berjatuhan tapi ketua umum pssi dan presiden fifa malah main bol cozhuaiohvh;bisa bisanya lagi suasana duka korban kanjuruhan berjatuhan tapi ketua umum pssi dan presiden fifa malah main bol cozhuaiohvh
67;"PSSI enggak diajak Pak Jokowi ngobrol bareng FIFA di Istana. 

Alasannya ini👇🏻

https://t.co/MzgtsvVA8l";1;pssi enggak diajak pak jokowi ngobrol bareng fifa di istana alasannya ini comzgtsvval;['pssi', 'enggak', 'diajak', 'pak', 'jokowi', 'ngobrol', 'bareng', 'fifa', 'di', 'istana', 'alasannya', 'ini', 'comzgtsvval'];['pssi', 'enggak', 'diajak', 'pak', 'jokowi', 'ngobrol', 'bareng', 'fifa', 'di', 'istana', 'alasannya', 'ini', 'comzgtsvval'];pssi enggak diajak pak jokowi ngobrol bareng fifa di istana alasannya ini comzgtsvval;pssi enggak diajak pak jokowi ngobrol bareng fifa di istana alasannya ini comzgtsvval
68;Enam tersangka lain selain Hendra adalah Ferdy Sambo (sudah dipecat dari anggota Polri), Komisaris Besar Agus Nur P… https://t.co/DPWniR0FiL;1;enam tersangka lain selain hendra adalah ferdy sambo sudah dipecat dari anggota polri komisaris besar agus nur codpwnirfil;['enam', 'tersangka', 'lain', 'selain', 'hendra', 'adalah', 'ferdy', 'sambo', 'sudah', 'dipecat', 'dari', 'anggota', 'polri', 'komisaris', 'besar', 'agus', 'nur', 'codpwnirfil'];['enam', 'tersangka', 'lain', 'selain', 'hendra', 'adalah', 'ferdy', 'sambo', 'sudah', 'dipecat', 'dari', 'anggota', 'polri', 'komisaris', 'besar', 'agus', 'nur', 'codpwnirfil'];enam tersangka lain selain hendra adalah ferdy sambo sudah dipecat dari anggota polri komisaris besar agus nur codpwnirfil;enam tersangka lain selain hendra adalah ferdy sambo sudah dipecat dari anggota polri komisaris besar agus nur codpwnirfil
69;Hendra Kurniawan adalah salah satu dari tujuh tersangka obstruction of justice kasus pembunuhan Brigadir J. Dia dic… https://t.co/Bbyy4Iusw3;1;hendra kurniawan adalah salah satu dari tujuh tersangka obstruction of justice kasus pembunuhan brigadir dia dic cobbyyiusw;['hendra', 'kurniawan', 'adalah', 'salah', 'satu', 'dari', 'tujuh', 'tersangka', 'obstruction', 'of', 'justice', 'kasus', 'pembunuhan', 'brigadir', 'dia', 'dic', 'cobbyyiusw'];['hendra', 'kurniawan', 'adalah', 'salah', 'satu', 'dari', 'tujuh', 'tersangka', 'obstruction', 'of', 'justice', 'kasus', 'pembunuhan', 'brigadir', 'dia', 'dic', 'cobbyyiusw'];hendra kurniawan adalah salah satu dari tujuh tersangka obstruction of justice kasus pembunuhan brigadir dia dic cobbyyiusw;hendra kurniawan adalah salah satu dari tujuh tersangka obstruction of justice kasus pembunuhan brigadir dia dic cobbyyiusw
70;Pejabat Humas PN Jaksel Djuyamto bilang sidang akan dibagi menjadi dua sesi dengan dua majelis hakim. Sesi pertama… https://t.co/g235HqVj37;1;pejabat humas pn jaksel djuyamto bilang sidang akan dibagi menjadi dua sesi dengan dua majelis hakim sesi pertama coghqvj;['pejabat', 'humas', 'pn', 'jaksel', 'djuyamto', 'bilang', 'sidang', 'akan', 'dibagi', 'menjadi', 'dua', 'sesi', 'dengan', 'dua', 'majelis', 'hakim', 'sesi', 'pertama', 'coghqvj'];['pejabat', 'humas', 'pn', 'jaksel', 'djuyamto', 'bilang', 'sidang', 'akan', 'dibagi', 'menjadi', 'dua', 'sesi', 'dengan', 'dua', 'majelis', 'hakim', 'sesi', 'pertama', 'coghqvj'];pejabat humas pn jaksel djuyamto bilang sidang akan dibagi menjadi dua sesi dengan dua majelis hakim sesi pertama coghqvj;pejabat humas pn jaksel djuyamto bilang sidang akan dibagi menjadi dua sesi dengan dua majelis hakim sesi pertama coghqvj
71;Pengadilan Negeri (PN) Jakarta Selatan memulai sidang perdana kasus obstruction of justice atau perintangan proses… https://t.co/WhdCr1Qb4c;1;pengadilan negeri pn jakarta selatan memulai sidang perdana kasus obstruction of justice atau perintangan proses cowhdcrqbc;['pengadilan', 'negeri', 'pn', 'jakarta', 'selatan', 'memulai', 'sidang', 'perdana', 'kasus', 'obstruction', 'of', 'justice', 'atau', 'perintangan', 'proses', 'cowhdcrqbc'];['pengadilan', 'negeri', 'pn', 'jakarta', 'selatan', 'memulai', 'sidang', 'perdana', 'kasus', 'obstruction', 'of', 'justice', 'atau', 'perintangan', 'proses', 'cowhdcrqbc'];pengadilan negeri pn jakarta selatan memulai sidang perdana kasus obstruction of justice atau perintangan proses cowhdcrqbc;pengadilan negeri pn jakarta selatan memulai sidang perdana kasus obstruction of justice atau perintangan proses cowhdcrqbc
72;Alasaannya, Iwan Bule masih ada agenda lain. Semoga enggak ditunda lagi deh pemeriksaannya, korbannya udah bertamba… https://t.co/8XEAFrp3zs;1;alasaannya iwan bule masih ada agenda lain semoga enggak ditunda lagi deh pemeriksaannya korbannya udah bertamba co;['alasaannya', 'iwan', 'bule', 'masih', 'ada', 'agenda', 'lain', 'semoga', 'enggak', 'ditunda', 'lagi', 'deh', 'pemeriksaannya', 'korbannya', 'udah', 'bertamba', 'co'];['alasaannya', 'iwan', 'bule', 'masih', 'ada', 'agenda', 'lain', 'semoga', 'enggak', 'ditunda', 'lagi', 'deh', 'pemeriksaannya', 'korbannya', 'udah', 'bertamba', 'co'];alasaannya iwan bule masih ada agenda lain semoga enggak ditunda lagi deh pemeriksaannya korbannya udah bertamba co;alasaannya iwan bule masih ada agenda lain semoga enggak ditunda lagi deh pemeriksaannya korbannya udah bertamba co
73;Kenapa saat itu Putri minta Brigadir Yosua resign? Bukankah Polri bisa saja memecat kalo memang terbukti melanggar… https://t.co/KwZ2HCqywJ;1;kenapa saat itu putri minta brigadir yosua resign bukankah polri bisa saja memecat kalo memang terbukti melanggar cokwzhcqywj;['kenapa', 'saat', 'itu', 'putri', 'minta', 'brigadir', 'yosua', 'resign', 'bukankah', 'polri', 'bisa', 'saja', 'memecat', 'kalo', 'memang', 'terbukti', 'melanggar', 'cokwzhcqywj'];['kenapa', 'saat', 'itu', 'putri', 'minta', 'brigadir', 'yosua', 'resign', 'bukankah', 'polri', 'bisa', 'saja', 'memecat', 'kalo', 'memang', 'terbukti', 'melanggar', 'cokwzhcqywj'];kenapa saat itu putri minta brigadir yosua resign bukankah polri bisa saja memecat kalo memang terbukti melanggar cokwzhcqywj;kenapa saat itu putri minta brigadir yosua resign bukankah polri bisa saja memecat kalo memang terbukti melanggar cokwzhcqywj
74;"Kok langsung minta bebas🤦🏼

Menurut pakar, kalo eksepsi Ferdy Sambo diterima tuh artinya bakal dibuat dakwaan yang… https://t.co/XfsPtcO8KK";1;kok langsung minta bebas menurut pakar kalo eksepsi ferdy sambo diterima tuh artinya bakal dibuat dakwaan yang co;['kok', 'langsung', 'minta', 'bebas', 'menurut', 'pakar', 'kalo', 'eksepsi', 'ferdy', 'sambo', 'diterima', 'tuh', 'artinya', 'bakal', 'dibuat', 'dakwaan', 'yang', 'co'];['kok', 'langsung', 'minta', 'bebas', 'menurut', 'pakar', 'kalo', 'eksepsi', 'ferdy', 'sambo', 'diterima', 'tuh', 'artinya', 'bakal', 'dibuat', 'dakwaan', 'yang', 'co'];kok langsung minta bebas menurut pakar kalo eksepsi ferdy sambo diterima tuh artinya bakal dibuat dakwaan yang co;kok langsung minta bebas menurut pakar kalo eksepsi ferdy sambo diterima tuh artinya bakal dibuat dakwaan yang co
75;"Daripada cuci uang mending cuci baju sono udah numpuk noh hadeh~

| Buka Data https://t.co/AxmVcgY51N";1;daripada cuci uang mending cuci baju sono udah numpuk noh hadeh buka data co;['daripada', 'cuci', 'uang', 'mending', 'cuci', 'baju', 'sono', 'udah', 'numpuk', 'noh', 'hadeh', 'buka', 'data', 'co'];['daripada', 'cuci', 'uang', 'mending', 'cuci', 'baju', 'sono', 'udah', 'numpuk', 'noh', 'hadeh', 'buka', 'data', 'co'];daripada cuci uang mending cuci baju sono udah numpuk noh hadeh buka data co;daripada cuci uang mending cuci baju sono udah numpuk noh hadeh buka data co
76;Sedangkan dari segi alinyemen jalan yang juga diinvestigasi, KNKT menyebut geometrk Jalan Transyogi masih sesuai re… https://t.co/O4PzrFD9SF;0;sedangkan dari segi alinyemen jalan yang juga diinvestigasi knkt menyebut geometrk jalan transyogi masih sesuai re coopzrfdsf;['sedangkan', 'dari', 'segi', 'alinyemen', 'jalan', 'yang', 'juga', 'diinvestigasi', 'knkt', 'menyebut', 'geometrk', 'jalan', 'transyogi', 'masih', 'sesuai', 're', 'coopzrfdsf'];['sedangkan', 'dari', 'segi', 'alinyemen', 'jalan', 'yang', 'juga', 'diinvestigasi', 'knkt', 'menyebut', 'geometrk', 'jalan', 'transyogi', 'masih', 'sesuai', 're', 'coopzrfdsf'];sedangkan dari segi alinyemen jalan yang juga diinvestigasi knkt menyebut geometrk jalan transyogi masih sesuai re coopzrfdsf;sedangkan dari segi alinyemen jalan yang juga diinvestigasi knkt menyebut geometrk jalan transyogi masih sesuai re coopzrfdsf
77;Namun, setelah tol tersebut keluar dari Tol Cibubur, sopir tersebut baru merasakan jika rem truk kurang pakem setel… https://t.co/0pKQqVlFLl;0;namun setelah tol tersebut keluar dari tol cibubur sopir tersebut baru merasakan jika rem truk kurang pakem setel copkqqvlfll;['namun', 'setelah', 'tol', 'tersebut', 'keluar', 'dari', 'tol', 'cibubur', 'sopir', 'tersebut', 'baru', 'merasakan', 'jika', 'rem', 'truk', 'kurang', 'pakem', 'setel', 'copkqqvlfll'];['namun', 'setelah', 'tol', 'tersebut', 'keluar', 'dari', 'tol', 'cibubur', 'sopir', 'tersebut', 'baru', 'merasakan', 'jika', 'rem', 'truk', 'kurang', 'pakem', 'setel', 'copkqqvlfll'];namun setelah tol tersebut keluar dari tol cibubur sopir tersebut baru merasakan jika rem truk kurang pakem setel copkqqvlfll;namun setelah tol tersebut keluar dari tol cibubur sopir tersebut baru merasakan jika rem truk kurang pakem setel copkqqvlfll
78;Berdasarkan hasil investigasi dan temuan KNKT, sopir sebenarnya sudah memeriksa kondisi truk sebelum berangkat dan… https://t.co/kNBdx0b2Ap;0;berdasarkan hasil investigasi dan temuan knkt sopir sebenarnya sudah memeriksa kondisi truk sebelum berangkat dan coknbd;['berdasarkan', 'hasil', 'investigasi', 'dan', 'temuan', 'knkt', 'sopir', 'sebenarnya', 'sudah', 'memeriksa', 'kondisi', 'truk', 'sebelum', 'berangkat', 'dan', 'coknbd'];['berdasarkan', 'hasil', 'investigasi', 'dan', 'temuan', 'knkt', 'sopir', 'sebenarnya', 'sudah', 'memeriksa', 'kondisi', 'truk', 'sebelum', 'berangkat', 'dan', 'coknbd'];berdasarkan hasil investigasi dan temuan knkt sopir sebenarnya sudah memeriksa kondisi truk sebelum berangkat dan coknbd;berdasarkan hasil investigasi dan temuan knkt sopir sebenarnya sudah memeriksa kondisi truk sebelum berangkat dan coknbd
79;Rem yang kurang pakem jadi salah penyebab kecelakaan yang melibatkan truk tangki Pertamina dan menewaskan 10 orang… https://t.co/lU1WD3fhJx;0;rem yang kurang pakem jadi salah penyebab kecelakaan yang melibatkan truk tangki pertamina dan menewaskan   orang coluwdfhjx;['rem', 'yang', 'kurang', 'pakem', 'jadi', 'salah', 'penyebab', 'kecelakaan', 'yang', 'melibatkan', 'truk', 'tangki', 'pertamina', 'dan', 'menewaskan', 'orang', 'coluwdfhjx'];['rem', 'yang', 'kurang', 'pakem', 'jadi', 'salah', 'penyebab', 'kecelakaan', 'yang', 'melibatkan', 'truk', 'tangki', 'pertamina', 'dan', 'menewaskan', 'orang', 'coluwdfhjx'];rem yang kurang pakem jadi salah penyebab kecelakaan yang melibatkan truk tangki pertamina dan menewaskan orang coluwdfhjx;rem yang kurang pakem jadi salah penyebab kecelakaan yang melibatkan truk tangki pertamina dan menewaskan orang coluwdfhjx
80;"Setelah tenar lalu menghilang, eh ada yang tau-tau muncul lagi nih~

Pada masih inget nga ni👀

| Narasi Daily https://t.co/whU0iWKgid";0;setelah tenar lalu menghilang eh ada yang tau tau muncul lagi nih pada masih inget nga ni narasi daily cowhuiwkgid;['setelah', 'tenar', 'lalu', 'menghilang', 'eh', 'ada', 'yang', 'tau', 'tau', 'muncul', 'lagi', 'nih', 'pada', 'masih', 'inget', 'nga', 'ni', 'narasi', 'daily', 'cowhuiwkgid'];['setelah', 'tenar', 'lalu', 'menghilang', 'eh', 'ada', 'yang', 'tau', 'tau', 'muncul', 'lagi', 'nih', 'pada', 'masih', 'inget', 'nga', 'ni', 'narasi', 'daily', 'cowhuiwkgid'];setelah tenar lalu menghilang eh ada yang tau tau muncul lagi nih pada masih inget nga ni narasi daily cowhuiwkgid;setelah tenar lalu menghilang eh ada yang tau tau muncul lagi nih pada masih inget nga ni narasi daily cowhuiwkgid
81;"Banyak juga ya Rp5,4 juta, tapi yang terpenting sih skema BLT ini menyesuaikan penghasilan warganya 🤔

| Narasi Dai… https://t.co/4MfNZfB7a7";0;banyak juga ya rp   juta tapi yang terpenting sih skema blt ini menyesuaikan penghasilan warganya narasi dai comfnzfba;['banyak', 'juga', 'ya', 'rp', 'juta', 'tapi', 'yang', 'terpenting', 'sih', 'skema', 'blt', 'ini', 'menyesuaikan', 'penghasilan', 'warganya', 'narasi', 'dai', 'comfnzfba'];['banyak', 'juga', 'ya', 'rp', 'juta', 'tapi', 'yang', 'terpenting', 'sih', 'skema', 'blt', 'ini', 'menyesuaikan', 'penghasilan', 'warganya', 'narasi', 'dai', 'comfnzfba'];banyak juga ya rp juta tapi yang terpenting sih skema blt ini menyesuaikan penghasilan warganya narasi dai comfnzfba;banyak juga ya rp juta tapi yang terpenting sih skema blt ini menyesuaikan penghasilan warganya narasi dai comfnzfba
82;Pengacara Eliezer, Ronny Talapessy, sendiri tak mengajukan eksepsi atau nota keberatan atas dakwaan yang disampaika… https://t.co/yszwZzRaxA;1;pengacara eliezer ronny talapessy sendiri tak mengajukan eksepsi atau nota keberatan atas dakwaan yang disampaika coyszwzzra;['pengacara', 'eliezer', 'ronny', 'talapessy', 'sendiri', 'tak', 'mengajukan', 'eksepsi', 'atau', 'nota', 'keberatan', 'atas', 'dakwaan', 'yang', 'disampaika', 'coyszwzzra'];['pengacara', 'eliezer', 'ronny', 'talapessy', 'sendiri', 'tak', 'mengajukan', 'eksepsi', 'atau', 'nota', 'keberatan', 'atas', 'dakwaan', 'yang', 'disampaika', 'coyszwzzra'];pengacara eliezer ronny talapessy sendiri tak mengajukan eksepsi atau nota keberatan atas dakwaan yang disampaika coyszwzzra;pengacara eliezer ronny talapessy sendiri tak mengajukan eksepsi atau nota keberatan atas dakwaan yang disampaika coyszwzzra
83;Hari ini, gantian Richard Eliezer yang melaksanakan sidang perdana atas kasus pembunuhan Brigadir Yosua di Pengadil… https://t.co/iuqdjZSpno;1;hari ini gantian richard eliezer yang melaksanakan sidang perdana atas kasus pembunuhan brigadir yosua di pengadil coiuqdjzspno;['hari', 'ini', 'gantian', 'richard', 'eliezer', 'yang', 'melaksanakan', 'sidang', 'perdana', 'atas', 'kasus', 'pembunuhan', 'brigadir', 'yosua', 'di', 'pengadil', 'coiuqdjzspno'];['hari', 'ini', 'gantian', 'richard', 'eliezer', 'yang', 'melaksanakan', 'sidang', 'perdana', 'atas', 'kasus', 'pembunuhan', 'brigadir', 'yosua', 'di', 'pengadil', 'coiuqdjzspno'];hari ini gantian richard eliezer yang melaksanakan sidang perdana atas kasus pembunuhan brigadir yosua di pengadil coiuqdjzspno;hari ini gantian richard eliezer yang melaksanakan sidang perdana atas kasus pembunuhan brigadir yosua di pengadil coiuqdjzspno
84;"Korban meninggal peristiwa Kanjuruhan bertambah lagi, kini totalnya 133 orang. 😢 

https://t.co/K3KJF2vXRD";0;korban meninggal peristiwa kanjuruhan bertambah lagi kini totalnya   orang cokkjfv;['korban', 'meninggal', 'peristiwa', 'kanjuruhan', 'bertambah', 'lagi', 'kini', 'totalnya', 'orang', 'cokkjfv'];['korban', 'meninggal', 'peristiwa', 'kanjuruhan', 'bertambah', 'lagi', 'kini', 'totalnya', 'orang', 'cokkjfv'];korban meninggal peristiwa kanjuruhan bertambah lagi kini totalnya orang cokkjfv;korban meninggal peristiwa kanjuruhan bertambah lagi kini totalnya orang cokkjfv
85;"Bakal gimana ya hasil transformasi dan reformasi sepak bola di Indonesia ini? 🤔

| Narasi Daily https://t.co/MfpJDnsagO";0;bakal gimana ya hasil transformasi dan reformasi sepak bola di indonesia ini narasi daily comfpjdnsago;['bakal', 'gimana', 'ya', 'hasil', 'transformasi', 'dan', 'reformasi', 'sepak', 'bola', 'di', 'indonesia', 'ini', 'narasi', 'daily', 'comfpjdnsago'];['bakal', 'gimana', 'ya', 'hasil', 'transformasi', 'dan', 'reformasi', 'sepak', 'bola', 'di', 'indonesia', 'ini', 'narasi', 'daily', 'comfpjdnsago'];bakal gimana ya hasil transformasi dan reformasi sepak bola di indonesia ini narasi daily comfpjdnsago;bakal gimana ya hasil transformasi dan reformasi sepak bola di indonesia ini narasi daily comfpjdnsago
86;"""Dengan manajemen stadion, utamanya yang berkaitan dengan fasilitas2 di stadion, standarnya seperti apa. Yang kedua… https://t.co/Jyu2d01mGR";0;dengan manajemen stadion utamanya yang berkaitan dengan fasilitas di stadion standarnya seperti apa yang kedua cojyudmgr;['dengan', 'manajemen', 'stadion', 'utamanya', 'yang', 'berkaitan', 'dengan', 'fasilitas', 'di', 'stadion', 'standarnya', 'seperti', 'apa', 'yang', 'kedua', 'cojyudmgr'];['dengan', 'manajemen', 'stadion', 'utamanya', 'yang', 'berkaitan', 'dengan', 'fasilitas', 'di', 'stadion', 'standarnya', 'seperti', 'apa', 'yang', 'kedua', 'cojyudmgr'];dengan manajemen stadion utamanya yang berkaitan dengan fasilitas di stadion standarnya seperti apa yang kedua cojyudmgr;dengan manajemen stadion utamanya yang berkaitan dengan fasilitas di stadion standarnya seperti apa yang kedua cojyudmgr
87;Stadion Kanjuruhan akan diruntuhkan dan dibangun kembali. Gagasan ini disampaikan Presiden Jokowi ke Presiden FIFA… https://t.co/8f6gAu4z6I;0;stadion kanjuruhan akan diruntuhkan dan dibangun kembali gagasan ini disampaikan presiden jokowi ke presiden fifa cofgauzi;['stadion', 'kanjuruhan', 'akan', 'diruntuhkan', 'dan', 'dibangun', 'kembali', 'gagasan', 'ini', 'disampaikan', 'presiden', 'jokowi', 'ke', 'presiden', 'fifa', 'cofgauzi'];['stadion', 'kanjuruhan', 'akan', 'diruntuhkan', 'dan', 'dibangun', 'kembali', 'gagasan', 'ini', 'disampaikan', 'presiden', 'jokowi', 'ke', 'presiden', 'fifa', 'cofgauzi'];stadion kanjuruhan akan diruntuhkan dan dibangun kembali gagasan ini disampaikan presiden jokowi ke presiden fifa cofgauzi;stadion kanjuruhan akan diruntuhkan dan dibangun kembali gagasan ini disampaikan presiden jokowi ke presiden fifa cofgauzi
88;"Putri Candrawathi, sih, ngakunya enggak paham dakwaan yang disampaikan JPU. Menurutmu gimana?🤔

| Narasi Daily https://t.co/u9OdTI5u6M";1;putri candrawathi sih ngakunya enggak paham dakwaan yang disampaikan jpu menurutmu gimana narasi daily couodtium;['putri', 'candrawathi', 'sih', 'ngakunya', 'enggak', 'paham', 'dakwaan', 'yang', 'disampaikan', 'jpu', 'menurutmu', 'gimana', 'narasi', 'daily', 'couodtium'];['putri', 'candrawathi', 'sih', 'ngakunya', 'enggak', 'paham', 'dakwaan', 'yang', 'disampaikan', 'jpu', 'menurutmu', 'gimana', 'narasi', 'daily', 'couodtium'];putri candrawathi sih ngakunya enggak paham dakwaan yang disampaikan jpu menurutmu gimana narasi daily couodtium;putri candrawathi sih ngakunya enggak paham dakwaan yang disampaikan jpu menurutmu gimana narasi daily couodtium
89;Berbeda dengan Ferdy Sambo, Bharada Richard Eliezer Pudihang Lumiu alias Bharada E memilih enggak mengajukan ekseps… https://t.co/PV7hKpVCXC;1;berbeda dengan ferdy sambo bharada richard eliezer pudihang lumiu alias bharada memilih enggak mengajukan ekseps copvhkpvc;['berbeda', 'dengan', 'ferdy', 'sambo', 'bharada', 'richard', 'eliezer', 'pudihang', 'lumiu', 'alias', 'bharada', 'memilih', 'enggak', 'mengajukan', 'ekseps', 'copvhkpvc'];['berbeda', 'dengan', 'ferdy', 'sambo', 'bharada', 'richard', 'eliezer', 'pudihang', 'lumiu', 'alias', 'bharada', 'memilih', 'enggak', 'mengajukan', 'ekseps', 'copvhkpvc'];berbeda dengan ferdy sambo bharada richard eliezer pudihang lumiu alias bharada memilih enggak mengajukan ekseps copvhkpvc;berbeda dengan ferdy sambo bharada richard eliezer pudihang lumiu alias bharada memilih enggak mengajukan ekseps copvhkpvc
90;"Oo tiga periode... Kaya familiar 🤔🧐

| Narasi Daily https://t.co/YFOrmMyeLe";1;oo tiga periode kaya familiar narasi daily coyformmyele;['oo', 'tiga', 'periode', 'kaya', 'familiar', 'narasi', 'daily', 'coyformmyele'];['oo', 'tiga', 'periode', 'kaya', 'familiar', 'narasi', 'daily', 'coyformmyele'];oo tiga periode kaya familiar narasi daily coyformmyele;oo tiga periode kaya familiar narasi daily coyformmyele
91;"Richard Eliezer mengaku menyesal dan meminta maaf kepada keluarga Brigadir Yosua saat sidang perdananya. 

Simak se… https://t.co/J3vUGsqbK7";1;richard eliezer mengaku menyesal dan meminta maaf kepada keluarga brigadir yosua saat sidang perdananya simak se cojvugsqbk;['richard', 'eliezer', 'mengaku', 'menyesal', 'dan', 'meminta', 'maaf', 'kepada', 'keluarga', 'brigadir', 'yosua', 'saat', 'sidang', 'perdananya', 'simak', 'se', 'cojvugsqbk'];['richard', 'eliezer', 'mengaku', 'menyesal', 'dan', 'meminta', 'maaf', 'kepada', 'keluarga', 'brigadir', 'yosua', 'saat', 'sidang', 'perdananya', 'simak', 'se', 'cojvugsqbk'];richard eliezer mengaku menyesal dan meminta maaf kepada keluarga brigadir yosua saat sidang perdananya simak se cojvugsqbk;richard eliezer mengaku menyesal dan meminta maaf kepada keluarga brigadir yosua saat sidang perdananya simak se cojvugsqbk
92;Wakil Kepala Polresta Bogor Kota AKBP Ferdy Irawan bilang tembakan terpaksa dilakukan karena ketiga remaja itu meng… https://t.co/7IJyZjOYIk;1;wakil kepala polresta bogor kota akbp ferdy irawan bilang tembakan terpaksa dilakukan karena ketiga remaja itu meng coijyzjoyik;['wakil', 'kepala', 'polresta', 'bogor', 'kota', 'akbp', 'ferdy', 'irawan', 'bilang', 'tembakan', 'terpaksa', 'dilakukan', 'karena', 'ketiga', 'remaja', 'itu', 'meng', 'coijyzjoyik'];['wakil', 'kepala', 'polresta', 'bogor', 'kota', 'akbp', 'ferdy', 'irawan', 'bilang', 'tembakan', 'terpaksa', 'dilakukan', 'karena', 'ketiga', 'remaja', 'itu', 'meng', 'coijyzjoyik'];wakil kepala polresta bogor kota akbp ferdy irawan bilang tembakan terpaksa dilakukan karena ketiga remaja itu meng coijyzjoyik;wakil kepala polresta bogor kota akbp ferdy irawan bilang tembakan terpaksa dilakukan karena ketiga remaja itu meng coijyzjoyik
